Abandon Hope|TMP=66
Goblin Artisans|ATQ=180
Goblin Artisans|CHR=63
Goblin Assassin|LGN=42
Goblin Assault|ALA=93
Goblin Balloon Brigade|2ED=276
Goblin Balloon Brigade|3ED=92
Goblin Balloon Brigade|4ED=96
Goblin Balloon Brigade|9ED=24
Goblin Balloon Brigade|LEA=3376
Goblin Balloon Brigade|LEB=1216
Goblin Balloon Brigade|M11=13
Goblin Bangchuckers|M12=17
Goblin Battle Jester|M13=14
Goblin Berserker|UDS=46
Goblin Bombardment|TMP=525
Goblin Bomb|WTH=969
Goblin Brawler|5DN=26
Goblin Brigand|9ED=16
Goblin Brigand|SCG=26
Goblin Bully|POR=51
Goblin Burrows|ONS=54
Goblin Bushwhacker|ZEN=25
Goblin Cadets|COM=19
Goblin Cadets|USG=54
Goblin Cannon|5DN=38
Goblin Cavaliers|PO2=36
Goblin Cavaliers|S99=46
Goblin Caves|DRK=108
Goblin Charbelcher|MRD=806
Goblin Chariot|7ED=32
Goblin Chariot|8ED=32
Goblin Chariot|9ED=17
Goblin Chariot|S99=38
Goblin Chieftain|M11=191
Goblin Chieftain|M12=185
Goblin Chirurgeon|FEM=64
Goblin Clearcutter|LGN=36
Goblin Cohort|BOK=15
Goblin Commando|S99=442
Goblin Deathraiders|ALA=14
Goblin Digging Team|5ED=51
Goblin Digging Team|6ED=28
Goblin Digging Team|7ED=30
Goblin Digging Team|CHR=36
Goblin Digging Team|DRK=60
Goblin Dirigible|MRD=36
Goblin Dynamo|LGN=42
Goblin Electromancer|RTR=22
Goblin Elite Infantry|10E=15
Goblin Elite Infantry|6ED=30
Goblin Elite Infantry|7ED=30
Goblin Elite Infantry|MIR=42
Goblin Festival|UDS=84
Goblin Fire Fiend|RAV=13
Goblin Firebug|LGN=26
Goblin Fireslinger|M12=17
Goblin Firestarter|PO2=198
Goblin Flectomancer|GPT=24
Goblin Flotilla|FEM=160
Goblin Furrier|CSP=15
Goblin Game|PLS=92
Goblin Gardener|7ED=34
Goblin Gardener|UDS=30
Goblin Gaveleer|SOM=12
Goblin General|PO2=958
Goblin General|S99=802
Goblin Glider|7ED=42
Goblin Glider|8ED=44
Goblin Glider|PO2=40
Goblin Glider|S99=56
Goblin Goon|LGN=132
Goblin Grappler|LGN=28
Goblin Grenade|FEM=264
Goblin Grenade|M12=46
Goblin Grenadiers|WTH=81
Goblin Guide|ZEN=508
Goblin Hero|5ED=51
Goblin Hero|6ED=30
Goblin Hero|DRK=60
Goblin Hero|S99=70
Goblin King|10E=224
Goblin King|2ED=2592
Goblin King|3ED=564
Goblin King|4ED=556
Goblin King|5ED=453
Goblin King|6ED=330
Goblin King|7ED=262
Goblin King|8ED=296
Goblin King|9ED=170
Goblin King|LEA=40976
Goblin King|LEB=22456
Goblin Kites|FEM=84
Goblin Lackey|USG=1872
Goblin Legionnaire|APC=34
Goblin Lookout|LGN=32
Goblin Lore|10E=26
Goblin Lore|PO2=236
Goblin Lore|S99=172
Goblin Lyre|ICE=117
Goblin Machinist|ONS=38
Goblin Marshal|UDS=130
Goblin Masons|UDS=30
Goblin Matron|7ED=184
Goblin Matron|PO2=404
Goblin Matron|USG=164
Goblin Medics|ULG=30
Goblin Mountaineer|9ED=16
Goblin Mountaineer|ALA=13
Goblin Mountaineer|PO2=36
Goblin Mountaineer|S99=42
Goblin Mutant|ICE=63
Goblin Offensive|USG=184
Goblin Outlander|CFX=14
Goblin Patrol|USG=32
Goblin Piker|10E=16
Goblin Piker|9ED=16
Goblin Piker|M11=13
Goblin Piker|M12=12
Goblin Piker|PO2=32
Goblin Piledriver|ONS=4578
Goblin Psychopath|SCG=38
Goblin Pyromancer|ONS=90
Goblin Raider|7ED=30
Goblin Raider|8ED=30
Goblin Raider|9ED=19
Goblin Raider|PO2=32
Goblin Raider|USG=30
Goblin Rally|RTR=20
Goblin Razerunners|CFX=34
Goblin Recruiter|6ED=360
Goblin Recruiter|VIS=429
Goblin Replica|MRD=26
Goblin Rimerunner|CSP=14
Goblin Ringleader|APC=532
Goblin Rock Sled|4ED=60
Goblin Rock Sled|DRK=56
Goblin Roughrider|WWK=13
Goblin Ruinblaster|ZEN=22
Goblin Sappers|ICE=45
Goblin Scouts|MIR=63
Goblin Settler|S99=10784
Goblin Sharpshooter|ONS=1538
Goblin Shortcutter|ZEN=13
Goblin Shrine|CHR=39
Goblin Shrine|DRK=64
Goblin Ski Patrol|ICE=45
Goblin Sky Raider|10E=16
Goblin Sky Raider|9ED=17
Goblin Sky Raider|ONS=26
Goblin Skycutter|TSP=14
Goblin Sledder|ONS=30
Goblin Snowman|ICE=81
Goblin Snowman|TSB=22
Goblin Soothsayer|MIR=69
Goblin Spelunkers|7ED=30
Goblin Spelunkers|RAV=14
Goblin Spelunkers|USG=30
Goblin Spy|INV=40
Goblin Striker|MRD=28
Goblin Swine-Rider|VIS=45
Goblin Taskmaster|ONS=26
Goblin Tinkerer|MIR=66
Goblin Token|NPH=93
Goblin Token|SOM=32
Goblin Trenches|APC=80
Goblin Tunneler|M11=13
Goblin Tunneler|M12=12
Goblin Turncoat|LGN=26
Goblin Vandal|WTH=48
Goblin War Buggy|USG=32
Goblin War Cry|PO2=282
Goblin War Drums|5ED=48
Goblin War Drums|7ED=52
Goblin War Drums|FEM=64
Goblin War Paint|M12=12
Goblin War Paint|ZEN=13
Goblin War Strike|PO2=340
Goblin War Strike|SCG=72
Goblin War Wagon|MRD=28
Goblin Warchief|SCG=646
Goblin Wardriver|MBS=41
Goblin Warrens|5ED=288
Goblin Warrens|6ED=186
Goblin Warrens|FEM=292
Goblin Welder|ULG=1452
Goblin Wizard|DRK=3128
Goblins of the Flarg|CHR=39
Goblins of the Flarg|DRK=64
Godhead of Awe|SHM=242
Godless Shrine|GPT=1945
Godless Shrine|GTC=1231
Godo's Irregulars|SOK=21
Godo, Bandit Warlord|CHK=179
Gods' Eye, Gate to the Reikai|BOK=27
Godsire|ALA=484
Godtoucher|ALA=14
Godtracker of Jund|ARB=14
Goham Djinn|INV=42
Gold Myr|MRD=34
Gold Myr|SOM=13
Golden Bear|PO2=50
Golden Urn|SOM=12
Golden Wish|JUD=106
Goldenglow Moth|M11=12
Goldenglow Moth|SHM=14
Goldmeadow Dodger|LRW=12
Goldmeadow Harrier|LRW=15
Goldmeadow Lookout|FUT=19
Goldmeadow Stalwart|LRW=26
Goldnight Commander|AVR=20
Goldnight Redeemer|AVR=20
Golem Artisan|SOM=17
Golem Foundry|SOM=11
Golem Token|NPH=11
Golem Token|SOM=15
Golem's Heart|SOM=17
Golem-Skin Gauntlets|MRD=42
Golgari Brownscale|RAV=14
Golgari Charm|RTR=37
Golgari Decoy|RTR=18
Golgari Germination|RAV=30
Golgari Grave-Troll|RAV=252
Golgari Guildgate|RTR=22
Golgari Guildmage|COM=27
Golgari Guildmage|RAV=23
Golgari Keyrune|RTR=20
Golgari Longlegs|RTR=13
Golgari Rot Farm|COM=42
Golgari Rot Farm|RAV=37
Golgari Rotwurm|RAV=13
Golgari Signet|COM=18
Golgari Signet|RAV=18
Golgari Thug|RAV=153
Golgothian Sylex|ATQ=536
Goliath Beetle|UDS=30
Goliath Sphinx|WWK=32
Goliath Spider|RAV=22
Gomazoa|COM=19
Gomazoa|ZEN=19
Gore Vassal|MBS=17
Gore-House Chainwalker|RTR=13
Gorehorn Minotaurs|M12=12
Goretusk Firebeast|JUD=28
Gorger Wurm|ARB=14
Gorgon Recluse|TSP=14
Gorilla Berserkers|ALL=42
Gorilla Chieftain|6ED=28
Gorilla Chieftain|7ED=28
Gorilla Chieftain|ALL=45
Gorilla Pack|ICE=45
Gorilla Shaman|ALL=75
Gorilla Titan|ODY=42
Gorilla War Cry|ALL=45
Gorilla Warrior|POR=51
Gorilla Warrior|S99=42
Gorilla Warrior|USG=30
Goryo's Vengeance|BOK=408
Gossamer Chains|VIS=48
Gossamer Phantasm|PLC=14
Gosta Dirk|LEG=1420
Govern the Guildless|DIS=39
Grab the Reins|MRD=54
Graceful Adept|CHK=27
Graceful Antelope|ODY=78
Graceful Reprieve|MOR=19
Grafdigger's Cage|DKA=136
Grafted Exoskeleton|SOM=18
Grafted Skullcap|7ED=98
Grafted Skullcap|USG=100
Grafted Wargear|5DN=210
Grand Abolisher|M12=272
Grand Arbiter Augustin IV|DIS=943
Grand Architect|SOM=70
Grand Coliseum|ONS=314
Grand Melee|ONS=72
Grandmother Sengir|HML=147
Granger Guildmage|MIR=42
Granite Gargoyle|2ED=1564
Granite Gargoyle|3ED=204
Granite Gargoyle|LEA=45556
Granite Gargoyle|LEB=10856
Granite Grip|7ED=30
Granite Grip|ULG=30
Granite Shard|MRD=36
Granulate|5DN=76
Grapeshot Catapult|4ED=60
Grapeshot Catapult|5ED=48
Grapeshot Catapult|7ED=44
Grapeshot Catapult|ATQ=72
Grapeshot|TSP=82
Grappler Spider|WWK=13
Grappling Hook|ZEN=40
Grasp of Darkness|SOM=15
Grasp of Phantoms|ISD=18
Grassland Crusader|ONS=26
Grasslands|MIR=117
Gratuitous Violence|ONS=370
Grave Betrayal|RTR=37
Grave Bramble|ISD=13
Grave Consequences|JUD=42
Grave Defiler|APC=56
Grave Exchange|AVR=13
Grave Pact|10E=539
Grave Pact|8ED=1002
Grave Pact|9ED=520
Grave Pact|COM=441
Grave Pact|STH=960
Grave Peril|FUT=15
Grave Robbers|DRK=184
Grave Scrabbler|FUT=16
Grave Servitude|MIR=42
Grave Titan|M11=498
Grave Titan|M12=465
Grave-Shell Scarab|RAV=44
Gravebane Zombie|6ED=52
Gravebane Zombie|MIR=42
Gravebind|ICE=111
Graveborn Muse|10E=81
Graveborn Muse|LGN=132
Gravecrawler|DKA=811
Gravecrawler|PRO=5500
Gravedigger|10E=15
Gravedigger|6ED=28
Gravedigger|7ED=30
Gravedigger|8ED=32
Gravedigger|9ED=15
Gravedigger|COM=13
Gravedigger|M11=13
Gravedigger|M12=12
Gravedigger|ODY=26
Gravedigger|POR=72
Gravedigger|S99=62
Gravedigger|TMP=45
Gravegouger|TOR=28
Gravel Slinger|ONS=26
Gravelgill Axeshark|SHM=14
Gravelgill Duo|SHM=14
Graven Cairns|FUT=344
Graven Cairns|SHM=361
Graven Dominator|GPT=35
Gravepurge|DKA=14
Gravespawn Sovereign|ONS=222
Gravestorm|ODY=214
Gravetiller Wurm|DKA=19
Graveyard Shovel|ISD=18
Gravity Sphere|LEG=4432
Graxiplon|ONS=40
Gray Ogre|2ED=104
Gray Ogre|3ED=64
Gray Ogre|4ED=60
Gray Ogre|LEA=840
Gray Ogre|LEB=372
Graypelt Hunter|WWK=13
Graypelt Refuge|PC2=34
Graypelt Refuge|ZEN=37
Grayscaled Gharial|RAV=14
Grazing Gladehart|ZEN=14
Grazing Kelpie|EVE=13
Great Defender|LEG=144
Great Furnace|MRD=180
Great Wall|LEG=152
Great Whale|USG=190
Greatbow Doyen|MOR=55
Greater Auramancy|SHM=723
Greater Basilisk|M11=13
Greater Basilisk|M12=12
Greater Forgeling|RAV=19
Greater Gargadon|TSP=200
Greater Good|9ED=383
Greater Good|USG=866
Greater Harvester|DST=80
Greater Mossdog|RAV=13
Greater Realm of Preservation|5ED=69
Greater Realm of Preservation|LEG=188
Greater Stone Spirit|CSP=20
Greater Werewolf|5ED=69
Greater Werewolf|HML=51
Greatsword|M12=16
Greed|4ED=160
Greed|6ED=82
Greed|7ED=78
Greed|LEG=1000
Greel's Caress|PCY=28
Greel, Mind Raker|PCY=88
Green Mana Battery|4ED=156
Green Mana Battery|LEG=228
Green Scarab|ICE=63
Green Sun's Zenith|MBS=468
Green Ward|2ED=172
Green Ward|3ED=92
Green Ward|4ED=88
Green Ward|LEA=2612
Green Ward|LEB=796
Greener Pastures|USG=80
Greenhilt Trainee|NPH=17
Greenseeker|TSP=14
Greenside Watcher|GTC=15
Greenweaver Druid|ZEN=20
Gremlin Mine|NPH=13
Grid Monitor|MRD=78
Gridlock|GTC=24
Grief Tyrant|SHM=18
Griffin Canyon|VIS=219
Griffin Guide|TSP=27
Griffin Protector|M13=14
Griffin Rider|M12=12
Griffin Sentinel|M12=12
Grifter's Blade|RAV=19
Grim Affliction|NPH=13
Grim Backwoods|DKA=34
Grim Discovery|ZEN=13
Grim Feast|MIR=156
Grim Flowering|DKA=19
Grim Harvest|CSP=17
Grim Lavamancer|M12=177
Grim Lavamancer|TOR=984
Grim Monolith|ULG=4314
Grim Poppet|SHM=62
Grim Reminder|MRD=80
Grim Roustabout|RTR=13
Grim Tutor|S99=39676
Grimclaw Bats|DST=26
Grimgrin, Corpse-Born|ISD=134
Grimoire of the Dead|ISD=133
Grimoire Thief|MOR=198
Grindclock|SOM=39
Grinding Station|5DN=82
Grindstone|TMP=5292
Grinning Demon|ONS=156
Grinning Ignus|FUT=14
Grinning Totem|6ED=90
Grinning Totem|MIR=126
Grinning Totem|TSB=35
Grip of Amnesia|JUD=28
Grip of Chaos|SCG=82
Griptide|DKA=13
Griselbrand|AVR=950
Grisly Salvage|RTR=17
Grisly Spectacle|GTC=14
Gristle Grinner|CSP=19
Gristleback|GPT=18
Grixis Battlemage|ALA=19
Grixis Charm|ALA=21
Grixis Grimblade|ARB=18
Grixis Illusionist|CFX=14
Grixis Panorama|ALA=16
Grixis Slavedriver|CFX=19
Grixis Sojourners|ARB=14
Grizzled Leotau|ARB=14
Grizzled Outcasts|ISD=13
Grizzled Wolverine|ICE=48
Grizzly Bears|10E=16
Grizzly Bears|2ED=92
Grizzly Bears|3ED=60
Grizzly Bears|4ED=64
Grizzly Bears|5ED=48
Grizzly Bears|6ED=30
Grizzly Bears|7ED=32
Grizzly Bears|8ED=30
Grizzly Bears|9ED=16
Grizzly Bears|LEA=1076
Grizzly Bears|LEB=420
Grizzly Bears|POR=45
Grizzly Bears|S99=38
Grizzly Fate|JUD=56
Groffskithur|MRD=26
Grollub|EXO=30
Grotag Thrasher|WWK=13
Grotesque Hybrid|TOR=48
Ground Assault|GTC=24
Ground Rift|TSP=14
Ground Seal|M13=39
Ground Seal|ODY=194
Groundbreaker|PLC=149
Grounded|AVR=13
Groundling Pouncer|EVE=18
Groundskeeper|9ED=28
Groundskeeper|MMQ=48
Groundswell|WWK=20
Grove of the Burnwillows|FUT=1648
Grove of the Guardian|RTR=48
Growing Ranks|RTR=100
Grozoth|RAV=54
Gruesome Deformity|ISD=13
Gruesome Discovery|DKA=13
Gruesome Encore|MBS=17
Gruul Charm|GTC=33
Gruul Guildgate|GTC=24
Gruul Guildmage|GPT=21
Gruul Keyrune|GTC=25
Gruul Nodorog|GPT=12
Gruul Ragebeast|GTC=45
Gruul Scrapper|GPT=12
Gruul Signet|COM=20
Gruul Signet|GPT=18
Gruul Turf|COM=35
Gruul Turf|GPT=28
Gruul Turf|PC2=30
Gruul War Plow|GPT=43
Gryff Vanguard|AVR=13
Guan Yu's 1,000-Li March|PTK=3360
Guan Yu, Sainted Warrior|PTK=2478
Guard Dogs|PLS=38
Guard Gomazoa|COM=33
Guard Gomazoa|PC2=34
Guardian Angel|2ED=96
Guardian Angel|3ED=64
Guardian Angel|LEA=1148
Guardian Angel|LEB=388
Guardian Beast|ARN=17756
Guardian Idol|5DN=50
Guardian Lions|M13=14
Guardian of Cloverdell|LRW=17
Guardian of Solitude|CHK=20
Guardian of the Gateless|GTC=20
Guardian of the Guildpact|DIS=17
Guardian of Vitu-Ghazi|RAV=13
Guardian Zendikon|WWK=13
Guardian's Magemark|GPT=12
Guardians of Akrasa|ALA=14
Guardians of Akrasa|M13=14
Guardians' Pledge|M12=12
Guerrilla Tactics|10E=24
Guerrilla Tactics|8ED=46
Guerrilla Tactics|9ED=25
Guerrilla Tactics|ALL=45
Guided Passage|APC=112
Guided Strike|JUD=26
Guided Strike|WTH=45
Guiding Spirit|VIS=150
Guild Feud|RTR=32
Guildscorn Ward|GTC=14
Guile|LRW=86
Guiltfeeder|JUD=366
Guilty Conscience|SCG=34
Guise of Fire|AVR=13
Gulf Squid|PCY=28
Guma|USG=42
Gurzigost|TOR=94
Gush|MMQ=84
Gust-Skimmer|MBS=12
Gustcloak Cavalier|TSP=20
Gustcloak Harrier|ONS=26
Gustcloak Runner|ONS=26
Gustcloak Savior|ONS=78
Gustcloak Sentinel|ONS=38
Gustcloak Skirmisher|ONS=38
Gustha's Scepter|ALL=150
Gustrider Exuberant|ALA=14
Gut Shot|NPH=106
Gutless Ghoul|CSP=15
Gutter Grime|ISD=32
Gutter Skulk|GTC=14
Guttersnipe|RTR=90
Guttural Response|SHM=80
Gutwrencher Oni|CHK=21
Guul Draz Assassin|PRO=1595
Guul Draz Specter|ZEN=41
Guul Draz Vampire|ZEN=16
Gwafa Hazid, Profiteer|CFX=47
Gwendlyn Di Corci|LEG=8944
Gwyllion Hedge-Mage|COM=20
Gwyllion Hedge-Mage|EVE=20
Gyre Sage|GTC=166
Haakon, Stromgald Scourge|CSP=299
Haazda Exonerator|DIS=13
Haazda Shield Mate|DIS=40
Hada Freeblade|WWK=38
Hag Hedge-Mage|EVE=21
Hagra Crocodile|ZEN=13
Hagra Diabolist|ZEN=20
Hail of Arrows|10E=23
Hail of Arrows|SOK=23
Hail Storm|ALL=69
Hail Storm|TSB=23
Hair-Strung Koto|CHK=39
Hakim, Loreweaver|MIR=117
Halam Djinn|INV=40
Halberdier|ODY=26
Halcyon Glaze|RAV=18
Halfdane|LEG=3120
Halimar Depths|WWK=41
Halimar Excavator|WWK=14
Hall of Gemstone|MIR=129
Hall of the Bandit Lord|CHK=122
Hallowed Burial|EVE=331
Hallowed Fountain|DIS=2087
Hallowed Fountain|RTR=1031
Hallowed Ground|ICE=66
Hallowed Healer|ODY=28
Hallow|DST=28
Halls of Mist|ICE=123
Halo Hunter|ZEN=37
Halt Order|SOM=16
Hamlet Captain|ISD=20
Hamletback Goliath|LRW=63
Hamletback Goliath|M13=35
Hammer Mage|MMQ=40
Hammer of Bogardan|6ED=176
Hammer of Bogardan|8ED=146
Hammer of Bogardan|MIR=285
Hammer of Ruin|WWK=20
Hammerfist Giant|RAV=36
Hammerhead Shark|STH=28
Hammerheim Deadeye|PLC=21
Hammerheim|LEG=588
Hana Kami|CHK=21
Hanabi Blast|CHK=20
Hand of Cruelty|SOK=46
Hand of Death|PO2=36
Hand of Death|POR=54
Hand of Death|S00=136
Hand of Death|S99=38
Hand of Honor|SOK=84
Hand of Justice|FEM=176
Hand of the Praetors|SOM=90
Hand to Hand|TMP=117
Hands of Binding|GTC=16
Hankyu|CHK=19
Hanna's Custody|TMP=312
Hanna, Ship's Navigator|INV=658
Hanweir Lancer|AVR=13
Hanweir Watchkeep|ISD=18
Hapless Researcher|JUD=32
Harabaz Druid|WWK=64
Harbinger of Night|MIR=126
Harbinger of Spring|BOK=14
Harbor Bandit|M13=20
Harbor Guardian|MIR=60
Harbor Serpent|M11=13
Harbor Serpent|M12=12
Harbor Serpent|M13=13
Harmattan Efreet|6ED=46
Harmattan Efreet|MIR=57
Harmonic Convergence|ULG=44
Harmonic Sliver|TSP=99
Harmonize|COM=165
Harmonize|PLC=157
Harmony of Nature|PO2=698
Harpoon Sniper|LRW=20
Harrier Griffin|GPT=18
Harrowing Journey|DKA=19
Harrow|INV=46
Harrow|TMP=99
Harrow|ZEN=19
Harsh Deceiver|CHK=14
Harsh Judgment|INV=88
Harsh Justice|POR=576
Harsh Mercy|ONS=92
Haru-Onna|SOK=23
Harvest Gwyllion|EVE=13
Harvest Mage|NMS=30
Harvest Pyre|ISD=13
Harvest Wurm|WTH=54
Harvester Druid|JUD=28
Harvester of Souls|AVR=46
Hasran Ogress|ARN=156
Hasran Ogress|CHR=42
Hatchet Bully|EVE=17
Hatching Plans|GPT=43
Hate Weaver|10E=21
Hate Weaver|INV=44
Hateflayer|EVE=60
Hatred|EXO=782
Haunted Angel|APC=44
Haunted Cadaver|ONS=26
Haunted Crossroads|MMQ=124
Haunted Fengraf|DKA=14
Haunted Guardian|AVR=18
Haunting Apparition|MIR=60
Haunting Echoes|M11=44
Haunting Echoes|ODY=236
Haunting Hymn|TSP=18
Haunting Misery|WTH=45
Haunting Wind|ATQ=188
Havengul Lich|DKA=390
Havengul Runebinder|DKA=34
Havengul Skaab|AVR=13
Havengul Vampire|AVR=20
Havenwood Battleground|5ED=75
Havenwood Battleground|6ED=54
Havenwood Battleground|FEM=112
Havenwood Wurm|TSP=14
Havoc Demon|LGN=130
Havoc Festival|RTR=32
Havoc|TMP=78
Hawkeater Moth|USG=40
Hazduhr the Abbot|HML=132
Haze of Rage|FUT=22
Hazerider Drake|MIR=60
Hazezon Tamar|LEG=8192
Hazy Homunculus|PCY=28
He Who Hungers|CHK=41
Head Games|10E=43
Head Games|ONS=72
Headhunter|ONS=42
Headless Horseman|LEG=104
Headless Skaab|DKA=13
Headlong Rush|USG=30
Headstone|HML=51
Heal the Scars|LRW=12
Healer of the Pride|M13=23
Healer's Headdress|5DN=26
Healing Leaves|PLC=14
Healing Salve|2ED=96
Healing Salve|3ED=64
Healing Salve|4ED=60
Healing Salve|5ED=48
Healing Salve|6ED=28
Healing Salve|7ED=30
Healing Salve|8ED=32
Healing Salve|LEA=872
Healing Salve|LEB=408
Healing Salve|MIR=42
Healing Salve|USG=30
Heal|5ED=48
Heal|ICE=45
Heap Doll|SHM=20
Heart of Bogardan|WTH=138
Heart of Light|10E=16
Heart of Light|BOK=14
Heart of Ramos|MMQ=96
Heart of Yavimaya|ALL=156
Heart Sliver|TMP=126
Heart Warden|UDS=34
Heart Wolf|HML=117
Heartbeat of Spring|CHK=152
Hearth Charm|VIS=45
Hearth Kami|CHK=15
Hearthcage Giant|LRW=18
Hearthfire Hobgoblin|EVE=55
Heartlash Cinder|EVE=14
Heartless Hidetsugu|BOK=68
Heartless Summoning|ISD=59
Heartmender|SHM=62
Heartseeker|DST=136
Heartstabber Mosquito|ZEN=13
Heartstone|STH=84
Heartwood Dryad|TMP=45
Heartwood Giant|TMP=117
Heartwood Shard|MRD=36
Heartwood Storyteller|FUT=82
Heartwood Treefolk|TMP=66
Heat of Battle|STH=44
Heat Ray|USG=30
Heat Shimmer|LRW=41
Heat Stroke|WTH=132
Heat Wave|VIS=60
Heaven's Gate|LEG=216
Heavy Arbalest|SOM=16
Heavy Ballista|6ED=44
Heavy Ballista|7ED=48
Heavy Ballista|WTH=45
Heavy Fog|PTK=660
Heavy Mattock|DKA=13
Hecatomb|5ED=165
Hecatomb|6ED=130
Hecatomb|ICE=213
Heckling Fiends|DKA=19
Hedge Troll|PLC=21
Hedron Crab|ZEN=190
Hedron Rover|WWK=13
Hedron Scrabbler|ZEN=13
Heed the Mists|BOK=19
Heedless One|ONS=516
Heidar, Rimewind Master|CSP=37
Heightened Awareness|PCY=74
Heirs of Stromkirk|AVR=13
Helionaut|APC=28
Heliophial|5DN=26
Helium Squirter|DIS=14
Helix Pinnacle|EVE=184
Hell Swarm|LEG=76
Hell's Caretaker|9ED=275
Hell's Caretaker|CHR=495
Hell's Caretaker|LEG=4056
Hell's Thunder|ALA=139
Hell-Bent Raider|TOR=82
Helldozer|RAV=93
Hellfire Mongrel|ZEN=19
Hellfire|LEG=5644
Hellhole Flailer|RTR=20
Hellhole Rats|DIS=28
Hellion Crucible|M13=65
Hellion Eruption|PC2=36
Hellkite Charger|ZEN=42
Hellkite Hatchling|CFX=22
Hellkite Hatchling|PC2=19
Hellkite Igniter|MBS=34
Hellkite Overlord|ALA=532
Hellkite Tyrant|GTC=204
Hellraiser Goblin|GTC=27
Hellrider|DKA=1039
Hellspark Elemental|CFX=151
Helm of Awakening|VIS=315
Helm of Chatzuk|2ED=688
Helm of Chatzuk|3ED=160
Helm of Chatzuk|4ED=148
Helm of Chatzuk|5ED=117
Helm of Chatzuk|LEA=33920
Helm of Chatzuk|LEB=4940
Helm of Kaldra|5DN=838
Helm of Obedience|ALL=4782
Helm of Possession|TMP=927
Helm of the Ghastlord|SHM=19
Helvault|DKA=68
Hematite Golem|MRD=28
Hematite Talisman|ICE=60
Henchfiend of Ukor|FUT=13
Henge Guardian|MMQ=38
Henge of Ramos|MMQ=42
Herald of Leshrac|CSP=92
Herald of Serra|USG=178
Herald of War|AVR=70
Herbal Poultice|LRW=13
Herd Gnarr|TSP=14
Heretic's Punishment|ISD=31
Heritage Druid|MOR=222
Hermetic Study|USG=38
Hermit Druid|STH=324
Hero of Bladehold|MBS=465
Hero of Oxid Ridge|MBS=124
Hero's Demise|BOK=46
Hero's Resolve|6ED=32
Hero's Resolve|TMP=45
Heroes Remembered|PLC=55
Heroes' Reunion|INV=110
Heroes' Reunion|RTR=20
Heroic Defiance|PLS=30
Heroism|FEM=84
Hesitation|STH=52
Hex Parasite|NPH=51
Hexplate Golem|MBS=12
Hex|COM=49
Hex|RAV=53
Hibernation Sliver|STH=88
Hibernation's End|CSP=42
Hibernation|7ED=56
Hibernation|8ED=54
Hibernation|USG=66
Hickory Woodlot|MMQ=32
Hidden Ancients|USG=50
Hidden Gibbons|ULG=122
Hidden Guerrillas|USG=52
Hidden Herd|USG=102
Hidden Horror|10E=28
Hidden Horror|6ED=54
Hidden Horror|PO2=358
Hidden Horror|WTH=84
Hidden Path|DRK=264
Hidden Predators|USG=92
Hidden Retreat|STH=78
Hidden Spider|USG=38
Hidden Stag|USG=84
Hide // Seek|DIS=136
Hideous End|ZEN=14
Hideous Laughter|CHK=23
Hideous Visage|M12=12
Hidetsugu's Second Rite|SOK=90
High Ground|10E=24
High Ground|EXO=48
High Market|MMQ=1256
High Priest of Penance|GTC=303
High Seas|MMQ=42
High Tide|FEM=344
Highborn Ghoul|DKA=15
Highland Berserker|ZEN=13
Highland Giant|POR=45
Highland Weald|CSP=65
Highway Robber|10E=16
Highway Robber|9ED=16
Highway Robber|MMQ=30
Higure, the Still Wind|BOK=141
Higure, the Still Wind|PC2=105
Hikari, Twilight Guardian|CHK=39
Hill Giant|10E=15
Hill Giant|2ED=108
Hill Giant|3ED=64
Hill Giant|4ED=60
Hill Giant|5ED=48
Hill Giant|7ED=28
Hill Giant|8ED=30
Hill Giant|9ED=16
Hill Giant|LEA=888
Hill Giant|LEB=388
Hill Giant|POR=48
Hillcomber Giant|LRW=13
Hindering Light|ALA=21
Hindering Touch|SCG=26
Hindervines|GTC=21
Hinder|CHK=104
Hint of Insanity|ODY=74
Hinterland Harbor|ISD=960
Hinterland Hermit|DKA=13
Hipparion|5ED=48
Hipparion|ICE=60
Hired Giant|MMQ=40
Hired Muscle|BOK=19
Hisoka's Defiance|CHK=14
Hisoka's Guard|CHK=14
Hisoka, Minamo Sensei|CHK=38
Hissing Iguanar|ALA=14
Hissing Iguanar|PC2=13
Hissing Miasma|GPT=30
Hit // Run|DIS=25
Hivestone|TSP=52
Hivis of the Scale|MIR=117
Hoar Shade|ICE=48
Hoard-Smelter Dragon|SOM=37
Hoarder's Greed|LRW=18
Hoarding Dragon|M11=40
Hobble|PLS=28
Hobgoblin Dragoon|EVE=14
Hokori, Dust Drinker|BOK=70
Hold the Gates|GTC=21
Hold the Line|CHK=56
Holistic Wisdom|ODY=92
Hollow Dogs|7ED=30
Hollow Dogs|9ED=15
Hollow Dogs|S99=40
Hollow Dogs|USG=30
Hollow Specter|LGN=106
Hollow Trees|5ED=168
Hollow Trees|FEM=288
Hollow Warrior|PCY=40
Hollowborn Barghest|SHM=40
Hollowhenge Beast|DKA=13
Hollowhenge Scavenger|ISD=18
Hollowhenge Spirit|DKA=18
Hollowsage|SHM=18
Holy Armor|2ED=96
Holy Armor|3ED=60
Holy Armor|4ED=60
Holy Armor|LEA=924
Holy Armor|LEB=396
Holy Day|10E=24
Holy Day|8ED=40
Holy Day|9ED=21
Holy Day|INV=46
Holy Day|LEG=168
Holy Justiciar|AVR=19
Holy Light|DRK=72
Holy Mantle|GTC=21
Holy Strength|10E=16
